,player_display_name,position_group,next_fantasy_points,importance,replacement,PAR,draft_value
8,George Kittle,TE,10.621894290444985,1.449818433785022,8.349369981699688,2.2725243087452967,3.2947476340434956
9,Taysom Hill,TE,8.383555779319,1.449818433785022,8.349369981699688,0.03418579761931184,0.04956319956212243
10,Pharaoh Brown,TE,2.772157150403064,1.449818433785022,8.349369981699688,-5.577212831296624,-8.0859459719562
11,Eric Saubert,TE,3.246949198619638,1.449818433785022,8.349369981699688,-5.10242078308005,-7.3975837082372635
12,Jonnu Smith,TE,10.251004252160145,1.449818433785022,8.349369981699688,1.9016342704604572,2.757024419630903
13,Evan Engram,TE,6.517064044948836,1.449818433785022,8.349369981699688,-1.8323059367508518,-2.6565109234351176
14,David Njoku,TE,11.083326416200888,1.449818433785022,8.349369981699688,2.7339564345012004,3.9637404359050135
15,Gerald Everett,TE,2.1201605655502735,1.449818433785022,8.349369981699688,-6.2292094161494145,-9.031222639440655
16,Will Dissly,TE,4.988601129229393,1.449818433785022,8.349369981699688,-3.3607688524702954,-4.872504634001969
17,Tyler Conklin,TE,4.955906581501741,1.449818433785022,8.349369981699688,-3.3934634001979473,-4.919905791981783
18,Dallas Goedert,TE,9.366643486435342,1.449818433785022,8.349369981699688,1.0172735047356536,1.4748618793668453
19,Jordan Akins,TE,4.850082663154424,1.449818433785022,8.349369981699688,-3.4992873185452638,-5.073331259537084
20,Dalton Schultz,TE,4.852230080699711,1.449818433785022,8.349369981699688,-3.4971399009999766,-5.070217893994893
21,Tanner Hudson,TE,3.3647803651211574,1.449818433785022,8.349369981699688,-4.98458961657853,-7.226749910968968
22,Mark Andrews,TE,5.58118342698889,1.449818433785022,8.349369981699688,-2.768186554710798,-4.013367895175565
23,Durham Smythe,TE,2.223850850783955,1.449818433785022,8.349369981699688,-6.125519130915733,-8.880890552504438
24,Mike Gesicki,TE,3.1320650204227753,1.449818433785022,8.349369981699688,-5.217304961276913,-7.564144907537318
25,Hayden Hurst,TE,4.052699432354864,1.449818433785022,8.349369981699688,-4.296670549344824,-6.229392166341342
26,Foster Moreau,TE,4.14869961992638,1.449818433785022,8.349369981699688,-4.200670361773308,-6.090209324753339
27,T.J. Hockenson,TE,3.608186118276143,1.449818433785022,8.349369981699688,-4.7411838634235455,-6.873855763155544
28,Josh Oliver,TE,4.082849874477053,1.449818433785022,8.349369981699688,-4.266520107222635,-6.185679499565825
